等級,英文單字,中文解釋,檔案名稱,狀態
1,I,我,0001_I.png,成功
1,you,你、你們,0002_you.png,成功
1,he,他,0003_he.png,成功
1,she,她,0004_she.png,成功
1,it,牠、它,0005_it.png,成功
1,we,我們,0006_we.png,成功
1,they,他們,0007_they.png,成功
1,boy,男孩,0008_boy.png,成功
1,girl,女孩,0009_girl.png,成功
1,baby,嬰兒,0010_baby.png,成功
1,a,一個,0011_a.png,成功
1,the,這、那,0012_the.png,成功
1,this,這,0013_this.png,成功
1,that,那,0014_that.png,成功
1,these,這些,0015_these.png,成功
1,those,那些,0016_those.png,成功
1,is,是、成為,0017_is.png,成功
1,are,是、成為,0018_are.png,成功
1,am,是、成為,0019_am.png,成功
1,do,做,0020_do.png,成功
1,do,做,0021_do.png,成功
1,father,爸爸,0022_father.png,成功
1,mother,媽媽,0023_mother.png,成功
1,son,兒子,0024_son.png,成功
1,daughter,女兒,0025_daughter.png,成功
1,grandmother,(外)祖母,0026_grandmother.png,成功
1,grandfather,(外)祖父,0027_grandfather.png,成功
1,brother,哥哥、弟弟,0028_brother.png,成功
1,sister,姊姊、妹妹,0029_sister.png,成功
1,zero,零,0030_zero.png,成功
1,one,一,0031_one.png,成功
1,two,二,0032_two.png,成功
1,three,三,0033_three.png,成功
