等級,英文單字,中文解釋,檔案名稱,狀態
17,row,排；列,1007_row.png,成功
17,million,百萬,1008_million.png,成功
17,goose,鵝(單數),1009_goose.png,成功
17,bug,蟲子,1010_bug.png,成功
17,hen,母雞,1011_hen.png,成功
17,Halloween,萬聖節,1012_Halloween.png,成功
17,lantern,燈籠；提燈,1013_lantern.png,成功
17,ghost,鬼；靈魂,1014_ghost.png,成功
17,mask,面具；口罩,1015_mask.png,成功
17,doorbell,門鈴,1016_doorbell.png,成功
17,surprise,使驚喜;驚喜,1017_surprise.png,成功
17,experience,經驗；經歷;經驗；經歷,1018_experience.png,成功
17,senior high school,高中,1019_senior_high_school.png,成功
17,joy,喜悅,1020_joy.png,成功
17,oil,油,1021_oil.png,成功
17,gas,瓦斯；汽油,1022_gas.png,成功
17,top,頂部,1023_top.png,成功
17,several,數個的,1024_several.png,成功
17,real,真實的,1025_real.png,成功
17,dangerous,危險的,1026_dangerous.png,成功
17,excited,感到興奮的,1027_excited.png,成功
17,exciting,令人興奮的,1028_exciting.png,成功
17,scared,感到害怕的,1029_scared.png,成功
17,bored,感到厭煩的,1030_bored.png,成功
17,homework,家庭作業,1031_homework.png,成功
17,surprised,感到驚訝的,1032_surprised.png,成功
17,north,北方;北方（的）;向北,1033_north.png,成功
17,west,西方;西方（的）;向西,1034_west.png,成功
17,east,東方;東方（的）;向東,1035_east.png,成功
17,south,南方;南方（的）;向南,1036_south.png,成功
17,grow,種植；發展,1037_grow.png,成功
17,since,自從;因為,1038_since.png,成功
17,traffic,交通,1039_traffic.png,成功
17,case,情況,1040_case.png,成功
17,gate,大門,1041_gate.png,成功
17,teenager,青少年,1042_teenager.png,成功
17,restroom,廁所,1043_restroom.png,成功
17,uniform,制服,1044_uniform.png,成功
17,paint,畫圖；油漆,1045_paint.png,成功
17,bridge,橋樑,1046_bridge.png,成功
17,airport,機場,1047_airport.png,成功
17,postcard,明信片,1048_postcard.png,成功
17,stair,樓梯,1049_stair.png,成功
17,hard-working,勤奮工作的,1050_hard_working.png,成功
17,clap,拍(手);拍(手),1051_clap.png,成功
17,serious,嚴肅的；認真的,1052_serious.png,成功
17,simple,簡單的,1053_simple.png,成功
17,cross,跨越,1054_cross.png,成功
17,enter,進入,1055_enter.png,成功
17,appear,出現,1056_appear.png,成功
17,space,空位；太空,1057_space.png,成功
17,lie,說謊;謊言,1058_lie.png,成功
17,shine,發光；照耀,1059_shine.png,成功
17,pray,祈求；祈禱,1060_pray.png,成功
17,belong,屬於,1061_belong.png,成功
17,build,建造；建立,1062_build.png,成功
17,ever,曾經,1063_ever.png,成功
17,however,然而,1064_however.png,成功
17,almost,幾乎,1065_almost.png,成功
17,finally,最後；終於,1066_finally.png,成功
17,quite,相當地,1067_quite.png,成功
17,whether,是否,1068_whether.png,成功
17,stand,站住;攤子,1069_stand.png,成功
17,except,除了,1070_except.png,成功
17,club,社團,1071_club.png,成功
17,chess,西洋棋,1072_chess.png,成功
17,chalk,粉筆,1073_chalk.png,成功
17,newspaper,報紙,1074_newspaper.png,成功
17,glue,膠水,1075_glue.png,成功
17,hurry,趕快;匆忙,1076_hurry.png,成功
17,hobby,嗜好,1077_hobby.png,成功
17,across,橫越；穿過;橫越；穿過,1078_across.png,成功
17,vest,背心,1079_vest.png,成功
17,interest,興趣,1080_interest.png,成功
17,interested,感興趣的,1081_interested.png,成功
17,pleasure,快樂；喜悅,1082_pleasure.png,成功
17,business,事業,1083_business.png,成功
17,salt,鹽,1084_salt.png,成功
17,popcorn,爆米花,1085_popcorn.png,成功
17,bakery,麵包店,1086_bakery.png,成功
17,public,公眾;公共的,1087_public.png,成功
17,truck,卡車,1088_truck.png,成功
17,apartment,公寓,1089_apartment.png,成功
17,heat,加熱;高溫,1090_heat.png,成功
17,boss,老闆；上司,1091_boss.png,成功
17,stranger,陌生人,1092_stranger.png,成功
17,meeting,會議,1093_meeting.png,成功
17,nod,點頭;點頭,1094_nod.png,成功
17,born,出生的；天生的,1095_born.png,成功
17,stupid,愚笨的,N/A,失敗: API Error: No image data in response
17,polite,有禮貌的,1097_polite.png,成功
17,less,較少的,1098_less.png,成功
17,possible,可能的,1099_possible.png,成功
17,rich,富有的；豐富的,1100_rich.png,成功
17,brown,棕色;棕色(的),1101_brown.png,成功
17,honest,誠實的,1102_honest.png,成功
17,bake,烘培,1103_bake.png,成功
17,attack,攻擊,1104_attack.png,成功
17,lend,借出,1105_lend.png,成功
17,borrow,借入,1106_borrow.png,成功
