等級,英文單字,中文解釋,檔案名稱,狀態
13,understand,了解,0707_understand.png,成功
13,invite,邀請,0708_invite.png,成功
13,visit,拜訪；參觀,0709_visit.png,成功
13,prepare,準備,0710_prepare.png,成功
13,mop,拖/擦(地);拖把,0711_mop.png,成功
13,send,寄,0712_send.png,成功
13,could,can的過去式,0713_could.png,成功
13,still,仍然,0714_still.png,成功
13,soon,很快地,0715_soon.png,成功
13,me,我(受格),0716_me.png,成功
13,him,他(受格),0717_him.png,成功
13,often,常常,0718_often.png,成功
13,us,我們(受格),0719_us.png,成功
13,them,他們(受格),0720_them.png,成功
13,mine,我的…,0721_mine.png,成功
13,yours,你(們)的…,0722_yours.png,成功
13,hers,她的…,0723_hers.png,成功
13,birthday,生日,0724_birthday.png,成功
13,ours,我們的…,0725_ours.png,成功
13,theirs,他們的…,0726_theirs.png,成功
13,cap,帽子,0727_cap.png,成功
13,jeans,牛仔褲,0728_jeans.png,成功
13,sweater,毛衣,0729_sweater.png,成功
13,American,美國人,0730_American.png,成功
13,waiter,服務生,0731_waiter.png,成功
13,clerk,店員,0732_clerk.png,成功
13,job,工作,0733_job.png,成功
13,gray,灰色;灰色(的),0734_gray.png,成功
13,purple,紫色;紫色(的),0735_purple.png,成功
13,airplane,飛機,0736_airplane.png,成功
13,motorcycle,機車,0737_motorcycle.png,成功
13,street,街道,0738_street.png,成功
13,town,城鎮,0739_town.png,成功
13,block,街區,0740_block.png,成功
13,city,城市,0741_city.png,成功
13,corner,轉角；角落,0742_corner.png,成功
13,department store,百貨公司,0743_department_store.png,成功
13,theater,劇院,0744_theater.png,成功
13,movie theater,電影院,0745_movie_theater.png,成功
13,crazy,著迷的,0746_crazy.png,成功
13,shop,商店,0747_shop.png,成功
13,flower shop,花店,0748_flower_shop.png,成功
13,station,車站,0749_station.png,成功
13,police station,警察局,0750_police_station.png,成功
13,railway,鐵路,0751_railway.png,成功
13,turn,轉彎;轉彎,0752_turn.png,成功
13,left,左方;左方(的);向左方,0753_left.png,成功
13,right,右方;右方(的);向右方,0754_right.png,成功
13,stamp,郵票,0755_stamp.png,成功
13,news,消息；新聞,0756_news.png,成功
13,blanket,毯子,0757_blanket.png,成功
13,change,改變;零錢,0758_change.png,成功
13,find,找到；找尋,0759_find.png,成功
13,lose,弄丟；失去,0760_lose.png,成功
13,stop,停止,0761_stop.png,成功
13,arrive,到達,0762_arrive.png,成功
13,bring,攜帶；帶來,0763_bring.png,成功
13,spend,花(錢；時間),0764_spend.png,成功
13,pay,付(錢),0765_pay.png,成功
13,up,向上;向上,0766_up.png,成功
13,agree,同意,0767_agree.png,成功
13,garbage,垃圾,0768_garbage.png,成功
13,forget,忘記,0769_forget.png,成功
13,hear,聽,0770_hear.png,成功
13,another,另一個的,0771_another.png,成功
13,delicious,美味的,0772_delicious.png,成功
13,yummy,好吃的,0773_yummy.png,成功
13,difficult,困難的,0774_difficult.png,成功
13,as,作為;依照,0775_as.png,成功
13,own,自己的,0776_own.png,成功
13,true,真實;真實(的),0777_true.png,成功
13,sea,海,0778_sea.png,成功
13,welcome,歡迎,0779_welcome.png,成功
13,proud,驕傲的,0780_proud.png,成功
13,away,離…多遠,0781_away.png,成功
