等級,英文單字,中文解釋,檔案名稱,狀態
5,car,汽車,0154_car.png,成功
5,bike,腳踏車,0155_bike.png,成功
5,bicycle,腳踏車,0156_bicycle.png,成功
5,taxi,計程車,0157_taxi.png,成功
5,train,火車,0158_train.png,成功
5,ship,船、艦,0159_ship.png,成功
5,call,打電話、叫,0160_call.png,成功
5,open,打開,0161_open.png,成功
5,close,關上,0162_close.png,成功
5,see,看,0163_see.png,成功
5,look,看,0164_look.png,成功
5,watch,看,0165_watch.png,成功
5,tall,高的,0166_tall.png,成功
5,long,長的,0167_long.png,成功
5,short,短的、矮的,0168_short.png,成功
5,big,大的,0169_big.png,成功
5,small,小的,0170_small.png,成功
5,good,好的,0171_good.png,成功
5,bad,壞的,0172_bad.png,成功
5,nice,美好的,0173_nice.png,成功
5,happy,快樂的,0174_happy.png,成功
5,sad,傷心的,0175_sad.png,成功
5,fat,肥胖的,0176_fat.png,成功
5,thin,瘦的、薄的,0177_thin.png,成功
5,strong,強壯的,0178_strong.png,成功
5,cute,可愛的,0179_cute.png,成功
5,sick,生病的,0180_sick.png,成功
5,tired,疲倦的,0181_tired.png,成功
5,angry,憤怒的,0182_angry.png,成功
5,hungry,餓的,0183_hungry.png,成功
5,thirsty,渴的,0184_thirsty.png,成功
5,aunt,阿姨,0185_aunt.png,成功
5,uncle,叔叔,0186_uncle.png,成功
5,cousin,堂/表兄弟姊妹,0187_cousin.png,成功
5,parent,父(母)親,0188_parent.png,成功
5,family,家庭、家人,0189_family.png,成功
5,live,住,0190_live.png,成功
5,food,食物,0191_food.png,成功
5,beef,牛肉,0192_beef.png,成功
5,pork,豬肉,0193_pork.png,成功
5,soup,湯,0194_soup.png,成功
5,hot dog,熱狗,0195_hot_dog.png,成功
5,sandwich,三明治,0196_sandwich.png,成功
5,tomato,番茄,0197_tomato.png,成功
5,orange,柳橙,0198_orange.png,成功
5,vegetable,蔬菜,0199_vegetable.png,成功
5,bread,麵包,0200_bread.png,成功
5,pie,派,0201_pie.png,成功
5,pizza,披薩,0202_pizza.png,成功
5,ice cream,冰淇淋,0203_ice_cream.png,成功
5,candy,糖果,0204_candy.png,成功
