等級,英文單字,中文解釋,檔案名稱,狀態
2,four,四,0034_four.png,成功
2,five,五,0035_five.png,成功
2,six,六,0036_six.png,成功
2,seven,七,0037_seven.png,成功
2,eight,八,0038_eight.png,成功
2,nine,九,0039_nine.png,成功
2,ten,十,0040_ten.png,成功
2,eleven,十一,0041_eleven.png,成功
2,twelve,十二,0042_twelve.png,成功
2,school,學校,0043_school.png,成功
2,class,班級、課程,0044_class.png,成功
2,student,學生,0045_student.png,成功
2,teacher,老師,0046_teacher.png,成功
2,friend,朋友,0047_friend.png,成功
2,book,書,0048_book.png,成功
2,chair,椅子,0049_chair.png,成功
2,desk,書桌,0050_desk.png,成功
2,table,桌子,0051_table.png,成功
2,pen,筆,0052_pen.png,成功
2,pencil,鉛筆,0053_pencil.png,成功
2,ruler,尺,0054_ruler.png,成功
2,eraser,橡皮擦,0055_eraser.png,成功
2,marker,麥克筆,0056_marker.png,成功
2,box,盒子、箱子,0057_box.png,成功
2,pencil box,鉛筆盒,0058_pencil_box.png,成功
2,map,地圖,0059_map.png,成功
2,color,顏色,0060_color.png,成功
2,red,紅色,0061_red.png,成功
2,green,綠色,0062_green.png,成功
2,blue,藍色,0063_blue.png,成功
2,yellow,黃色,0064_yellow.png,成功
2,pink,粉紅色,0065_pink.png,成功
2,black,黑色,0066_black.png,成功
2,white,白色,0067_white.png,成功
2,face,臉,0068_face.png,成功
2,eye,眼睛,0069_eye.png,成功
2,nose,鼻子,0070_nose.png,成功
2,ear,耳朵,0071_ear.png,成功
2,mouth,嘴巴,0072_mouth.png,成功
2,head,頭,0073_head.png,成功
