等級,英文單字,中文解釋,檔案名稱,狀態
18,pull,拉,1107_pull.png,成功
18,push,推,1108_push.png,成功
18,dig,挖,1109_dig.png,成功
18,fry,煎；炸；炒,1110_fry.png,成功
18,cover,覆蓋；遮蓋;封面,1111_cover.png,成功
18,raise,養育；提高；舉起,1112_raise.png,成功
18,type,打字,1113_type.png,成功
18,follow,跟隨,1114_follow.png,成功
18,boil,煮沸,1115_boil.png,成功
18,below,在…下面,1116_below.png,成功
18,above,在…上面,1117_above.png,成功
18,someone,某人,1118_someone.png,成功
18,anyone,任何人,1119_anyone.png,成功
18,trouble,麻煩,1120_trouble.png,成功
18,trick,把戲,1121_trick.png,成功
18,power,權力；電力；能力,1122_power.png,成功
18,New Year's Day,元旦,1123_New_Year_s_Day.png,成功
18,eve,前夕,1124_eve.png,成功
18,New Year's Eve,除夕,1125_New_Year_s_Eve.png,成功
18,Chinese New Year,中國新年,1126_Chinese_New_Year.png,成功
18,dumpling,水餃,1127_dumpling.png,成功
18,note,筆記,1128_note.png,成功
18,line,排隊;線；隊伍,1129_line.png,成功
18,voice,聲音,1130_voice.png,成功
18,wake,叫醒,1131_wake.png,成功
18,screen,螢幕,1132_screen.png,成功
18,puppy,幼犬,1133_puppy.png,成功
18,lid,蓋子,1134_lid.png,成功
18,cage,籠子,1135_cage.png,成功
18,sight,視力；景象,1136_sight.png,成功
18,secretary,秘書,1137_secretary.png,成功
18,list,清單,1138_list.png,成功
18,pair,一雙；一對,1139_pair.png,成功
18,pin,大頭針；別針,1140_pin.png,成功
18,pipe,水管,1141_pipe.png,成功
18,medium,中等的,1142_medium.png,成功
18,married,已婚的,1143_married.png,成功
18,modern,現代的；時髦的,1144_modern.png,成功
18,foreign,外國的,1145_foreign.png,成功
18,national,國家的,1146_national.png,成功
18,few,不多的；很少的,1147_few.png,成功
18,useful,實用的,1148_useful.png,成功
18,helpful,有幫助的,1149_helpful.png,成功
18,least,最少的,1150_least.png,成功
18,blind,盲的,1151_blind.png,成功
18,tidy,整理;整齊的,1152_tidy.png,成功
18,believe,相信,1153_believe.png,成功
18,celebrate,慶祝,1154_celebrate.png,成功
18,laugh,笑,1155_laugh.png,成功
18,lead,領導,1156_lead.png,成功
18,playground,遊樂場；運動場,1157_playground.png,成功
18,set,創立；建立；擺設,1158_set.png,成功
18,bite,咬,1159_bite.png,成功
18,die,死亡,1160_die.png,成功
18,somewhere,某處,1161_somewhere.png,成功
18,abroad,到國外；在國外,1162_abroad.png,成功
18,beside,在旁邊,1163_beside.png,成功
18,example,例子,1164_example.png,成功
18,knowledge,知識,1165_knowledge.png,成功
18,matter,事情,1166_matter.png,成功
18,excuse,原諒;藉口；道歉,1167_excuse.png,成功
18,magic,魔力；魔術;魔術的,1168_magic.png,成功
18,planet,星球；行星,1169_planet.png,成功
18,base,基地；總部,1170_base.png,成功
18,typhoon,颱風,1171_typhoon.png,成功
18,kilogram,公斤,1172_kilogram.png,成功
18,pound,磅,1173_pound.png,成功
18,gram,公克,1174_gram.png,成功
18,page,頁,1175_page.png,成功
18,dozen,一打(十二個),1176_dozen.png,成功
18,cent,分(錢),1177_cent.png,成功
18,businessman,商人,1178_businessman.png,成功
18,salesman,業務員,1179_salesman.png,成功
18,shopkeeper,店主,1180_shopkeeper.png,成功
18,lawyer,律師,1181_lawyer.png,成功
18,dentist,牙醫,1182_dentist.png,成功
18,touch,觸摸;感動,1183_touch.png,成功
18,headache,頭痛,1184_headache.png,成功
18,cheer,鼓舞;歡呼,1185_cheer.png,成功
18,leader,領導者,1186_leader.png,成功
18,class leader,班長,1187_class_leader.png,成功
18,ready,準備好的,1188_ready.png,成功
18,every,每一個的,1189_every.png,成功
18,kill,殺,1190_kill.png,成功
18,barbecue,烤肉;烤肉,1191_barbecue.png,成功
18,sidewalk,人行道,1192_sidewalk.png,成功
18,middle,中間,1193_middle.png,成功
18,bottom,底部,1194_bottom.png,成功
18,shark,鯊魚,1195_shark.png,成功
18,low,低的,1196_low.png,成功
18,dead,死亡的,1197_dead.png,成功
18,slim,苗條的；渺茫的,1198_slim.png,成功
18,thick,厚的,1199_thick.png,成功
18,burn,發熱；燃燒,1200_burn.png,成功
18,tie,繫；栓；打結,1201_tie.png,成功
18,deal,處理,1202_deal.png,成功
18,piece,件；片,1203_piece.png,成功
18,into,到…之中,1204_into.png,成功
18,Internet,網際網路,1205_Internet.png,成功
18,interview,面談；面試;面談；面試,1206_interview.png,成功
