等級,英文單字,中文解釋,檔案名稱,狀態
15,cut,切;傷口,0857_cut.png,成功
15,fill,裝滿,0858_fill.png,成功
15,pack,裝(箱);包(箱),0859_pack.png,成功
15,package,包裝;包裹,0860_package.png,成功
15,air,空氣,0861_air.png,成功
15,smoke,抽菸;煙霧,0862_smoke.png,成功
15,earth,地球(常大寫),0863_earth.png,成功
15,plant,種植;植物,0864_plant.png,成功
15,life,生活；生命,0865_life.png,成功
15,light,燈光；光線;輕的,0866_light.png,成功
15,tub,缸；盆；桶,0867_tub.png,成功
15,mat,踏墊；墊子,0868_mat.png,成功
15,candle,蠟燭,0869_candle.png,成功
15,lamp,檯燈,0870_lamp.png,成功
15,fire,火,0871_fire.png,成功
15,wind,風,0872_wind.png,成功
15,sky,天空,0873_sky.png,成功
15,rainbow,彩虹,0874_rainbow.png,成功
15,yet,尚未;然而,0875_yet.png,成功
15,wave,波浪；海浪,0876_wave.png,成功
15,rock,石頭,0877_rock.png,成功
15,nature,大自然(常大寫),0878_nature.png,成功
15,land,登陸;陸地,0879_land.png,成功
15,pond,池塘,0880_pond.png,成功
15,mud,泥巴,0881_mud.png,成功
15,mountain,山,0882_mountain.png,成功
15,beach,海灘,0883_beach.png,成功
15,river,河流,0884_river.png,成功
15,lake,湖泊,0885_lake.png,成功
15,please,請；取悅,0886_please.png,成功
15,chance,機會,0887_chance.png,成功
15,prize,獎品,0888_prize.png,成功
15,moment,時刻,0889_moment.png,成功
15,giant,巨人;巨大的,0890_giant.png,成功
15,mile,英里,0891_mile.png,成功
15,mad,生氣的；瘋狂的,0892_mad.png,成功
15,lonely,孤獨的,0893_lonely.png,成功
15,unhappy,不快樂的,0894_unhappy.png,成功
15,shy,害羞的,0895_shy.png,成功
15,ice,冰,0896_ice.png,成功
15,loud,大聲的；吵鬧的,0897_loud.png,成功
15,strange,奇怪的,0898_strange.png,成功
15,both,兩者的;兩者,0899_both.png,成功
15,bright,明亮的,0900_bright.png,成功
15,convenient,便利的,0901_convenient.png,成功
15,fix,修理；確定,0902_fix.png,成功
15,choose,選擇,0903_choose.png,成功
15,fact,事實,0904_fact.png,成功
15,cry,哭；大叫,0905_cry.png,成功
15,smile,微笑;微笑,0906_smile.png,成功
15,save,拯救；節省,0907_save.png,成功
15,tell,告訴；吩咐,0908_tell.png,成功
15,maybe,也許,0909_maybe.png,成功
15,either,也(不),0910_either.png,成功
15,sit,坐,0911_sit.png,成功
15,quick,快的,0912_quick.png,成功
15,ticket,票；罰單,0913_ticket.png,成功
15,carefully,小心地,0914_carefully.png,成功
15,until,直到;直到,0915_until.png,成功
15,nothing,無物；無事,0916_nothing.png,成功
15,must,必須,0917_must.png,成功
15,should,應該,0918_should.png,成功
15,bean,豆子,0919_bean.png,成功
15,bun,小圓麵包,0920_bun.png,成功
15,butter,奶油,0921_butter.png,成功
15,cheese,乳酪,0922_cheese.png,成功
15,French fries,薯條,0923_French_fries.png,成功
15,lettuce,萵苣,0924_lettuce.png,成功
15,steak,牛排,0925_steak.png,成功
15,spaghetti,義大利麵,0926_spaghetti.png,成功
15,toast,(烤過)土司,0927_toast.png,成功
15,salad,沙拉,0928_salad.png,成功
15,order,點餐;訂單、秩序,0929_order.png,成功
15,ham,火腿,0930_ham.png,成功
15,menu,菜單,0931_menu.png,成功
