等級,英文單字,中文解釋,檔案名稱,狀態
12,history,歷史,0632_history.png,成功
12,science,科學,0633_science.png,成功
12,lesson,課,0634_lesson.png,成功
12,subject,學科；科目,0635_subject.png,成功
12,test,測驗;測驗,0636_test.png,成功
12,vacation,假期,0637_vacation.png,成功
12,holiday,假日,0638_holiday.png,成功
12,Teacher's Day,教師節,0639_Teacher_s_Day.png,成功
12,festival,節日,0640_festival.png,成功
12,Moon Festival,中秋節,0641_Moon_Festival.png,成功
12,half,一半；二分之一,0642_half.png,成功
12,quarter,四分之一；十五分鐘,0643_quarter.png,成功
12,noise,聲音；噪音,0644_noise.png,成功
12,show,展現;表演,0645_show.png,成功
12,start,開始;開始,0646_start.png,成功
12,stay,停留;停留,0647_stay.png,成功
12,Ms.,小姐,0648_Ms_.png,成功
12,kid,小孩,0649_kid.png,成功
12,child,孩童,0650_child.png,成功
12,boat,船,0651_boat.png,成功
12,floor,地板；層,0652_floor.png,成功
12,frisbee,飛盤,0653_frisbee.png,成功
12,hurt,疼痛；受傷,0654_hurt.png,成功
12,begin,開始,0655_begin.png,成功
12,finish,完成；結束,0656_finish.png,成功
12,happen,發生,0657_happen.png,成功
12,jog,慢跑,0658_jog.png,成功
12,hop,跳,0659_hop.png,成功
12,teach,教學；教導,0660_teach.png,成功
12,important,重要的,0661_important.png,成功
12,health,健康,0662_health.png,成功
12,healthy,健康的,0663_healthy.png,成功
12,weak,虛弱的,0664_weak.png,成功
12,terrible,嚴重的；可怕的,0665_terrible.png,成功
12,funny,好笑的；有趣的,0666_funny.png,成功
12,lot,很多,0667_lot.png,成功
12,already,已經,0668_already.png,成功
12,just,剛才；只,0669_just.png,成功
12,why,為什麼,0670_why.png,成功
12,couch,沙發,0671_couch.png,成功
12,give,給,0672_give.png,成功
12,garden,花園,0673_garden.png,成功
12,grass,草；草地,0674_grass.png,成功
12,refrigerator,冰箱,0675_refrigerator.png,成功
12,police,警察,0676_police.png,成功
12,officer,官員,0677_officer.png,成功
12,actress,女演員,0678_actress.png,成功
12,writer,作家,0679_writer.png,成功
12,reporter,記者,0680_reporter.png,成功
12,fisherman,漁夫,0681_fisherman.png,成功
12,factory,工廠,0682_factory.png,成功
12,again,再一次,0683_again.png,成功
12,mail,郵寄;信件,0684_mail.png,成功
12,mailman,郵差,0685_mailman.png,成功
12,glove,手套,0686_glove.png,成功
12,ring,戒指,0687_ring.png,成功
12,rope,繩索,0688_rope.png,成功
12,medicine,藥,0689_medicine.png,成功
12,stomach,胃,0690_stomach.png,成功
12,fever,發燒,0691_fever.png,成功
12,throat,喉嚨,0692_throat.png,成功
12,sore,疼痛;疼痛(的),0693_sore.png,成功
12,language,語言,0694_language.png,成功
12,band,樂團,0695_band.png,成功
12,drum,鼓,0696_drum.png,成功
12,picnic,野餐;野餐,0697_picnic.png,成功
12,goat,山羊,0698_goat.png,成功
12,rose,玫瑰,0699_rose.png,成功
12,foreigner,外國人,0700_foreigner.png,成功
12,e-mail,電子郵件,0701_e_mail.png,成功
12,honey,蜂蜜；親愛的人,0702_honey.png,成功
12,dear,親愛的,0703_dear.png,成功
12,common,共同的；普遍的,0704_common.png,成功
12,little,很少的；小的,0705_little.png,成功
12,straight,直的;直的(地),0706_straight.png,成功
