等級,英文單字,中文解釋,檔案名稱,狀態
10,down,向下,0482_down.png,成功
10,then,那時；然後,0483_then.png,成功
10,even,甚至,0484_even.png,成功
10,wrong,錯誤的,0485_wrong.png,成功
10,many,許多;許多,0486_many.png,成功
10,something,某事；某物,0487_something.png,成功
10,everything,每件事,0488_everything.png,成功
10,anything,任何事情,0489_anything.png,成功
10,dodge ball,躲避球,0490_dodge_ball.png,成功
10,tennis,網球,0491_tennis.png,成功
10,badminton,羽球,0492_badminton.png,成功
10,sport,運動,0493_sport.png,成功
10,player,選手；球員,0494_player.png,成功
10,skate,溜冰,0495_skate.png,成功
10,past,過去;過去(的);走過,0496_past.png,成功
10,gym,體育館；健身房,0497_gym.png,成功
10,rat,老鼠,0498_rat.png,成功
10,hour,小時,0499_hour.png,成功
10,story,故事,0500_story.png,成功
10,centimeter,公分,0501_centimeter.png,成功
10,sure,確定的;確定的(地),0502_sure.png,成功
10,only,唯一的;唯一的(地),0503_only.png,成功
10,wonderful,美好的,0504_wonderful.png,成功
10,well,好地,0505_well.png,成功
10,hey,嘿；喂,0506_hey.png,成功
10,catch,趕上；接,0507_catch.png,成功
10,count,計算,0508_count.png,成功
10,hold,拿著；抱住,0509_hold.png,成功
10,carry,搬運；攜帶,0510_carry.png,成功
10,love,喜愛,0511_love.png,成功
10,kiss,親吻;親吻,0512_kiss.png,成功
10,else,其他,0513_else.png,成功
10,may,可以；可能,0514_may.png,成功
10,before,在…之前,0515_before.png,成功
10,after,在…之後,0516_after.png,成功
10,about,大約；關於,0517_about.png,成功
10,or,或者；否則,0518_or.png,成功
10,off,脫下;離去,0519_off.png,成功
10,noodle,麵條,0520_noodle.png,成功
10,chocolate,巧克力,0521_chocolate.png,成功
10,shake,搖動,0522_shake.png,成功
10,sugar,糖,0523_sugar.png,成功
10,meal,餐,0524_meal.png,成功
10,bottle,瓶子,0525_bottle.png,成功
10,plate,盤子,0526_plate.png,成功
10,pick,撿起,0527_pick.png,成功
10,mean,意指;吝嗇的,0528_mean.png,成功
10,first,第一;第一(的),0529_first.png,成功
10,second,第二;第二(的),0530_second.png,成功
10,third,第三;第三(的),0531_third.png,成功
10,money,錢,0532_money.png,成功
10,Mother's Day,母親節,0533_Mother_s_Day.png,成功
10,idea,主意；點子,0534_idea.png,成功
10,because,因為,0535_because.png,成功
10,drawer,抽屜,0536_drawer.png,成功
10,bath,(洗)澡,0537_bath.png,成功
10,cow,母(乳)牛,0538_cow.png,成功
10,market,市場,0539_market.png,成功
10,expensive,昂貴的,0540_expensive.png,成功
10,cheap,便宜的,0541_cheap.png,成功
10,enough,足夠的;足夠的,0542_enough.png,成功
10,all,全部的；整個的,0543_all.png,成功
10,poor,可憐的；貧窮的；不佳的,0544_poor.png,成功
10,early,早的;早的(地),0545_early.png,成功
10,dirty,髒的,0546_dirty.png,成功
10,easy,容易的,0547_easy.png,成功
10,hard,艱難的；硬的,0548_hard.png,成功
10,busy,忙碌的,0549_busy.png,成功
10,free,空間的；免費的,0550_free.png,成功
10,need,需要,0551_need.png,成功
10,end,結束,0552_end.png,成功
10,cost,花費,0553_cost.png,成功
10,buy,購買,0554_buy.png,成功
10,put,放置,0555_put.png,成功
10,feed,餵養,0556_feed.png,成功
