等級,英文單字,中文解釋,檔案名稱,狀態
11,hate,討厭,0557_hate.png,成功
11,sell,賣,0558_sell.png,成功
11,also,也,0559_also.png,成功
11,once,一次,0560_once.png,成功
11,twice,兩次,0561_twice.png,成功
11,of,…的,0562_of.png,成功
11,place,住處；地方,0563_place.png,成功
11,road,道路,0564_road.png,成功
11,temple,寺廟,0565_temple.png,成功
11,museum,博物館,0566_museum.png,成功
11,hotel,旅館；飯店,0567_hotel.png,成功
11,season,季節,0568_season.png,成功
11,high,高的,0569_high.png,成功
11,autumn,秋季；秋天,0570_autumn.png,成功
11,snow,下雪;雪,0571_snow.png,成功
11,snowman,雪人,0572_snowman.png,成功
11,plan,計畫,0573_plan.png,成功
11,date,日期,0574_date.png,成功
11,Father's Day,父親節,0575_Father_s_Day.png,成功
11,USA,美國,0576_USA.png,成功
11,photo,照片,0577_photo.png,成功
11,mind,介意;心智,0578_mind.png,成功
11,work,工作;作品、成果,0579_work.png,成功
11,exercise,運動;運動,0580_exercise.png,成功
11,turtle,海龜,0581_turtle.png,成功
11,practice,練習;練習,0582_practice.png,成功
11,race,競賽;競賽,0583_race.png,成功
11,team,隊,0584_team.png,成功
11,problem,問題；毛病,0585_problem.png,成功
11,toe,腳趾,0586_toe.png,成功
11,kind,種類,0587_kind.png,成功
11,violin,小提琴,0588_violin.png,成功
11,flute,長笛；橫笛,0589_flute.png,成功
11,special,特別的,0590_special.png,成功
11,afraid,害怕的,0591_afraid.png,成功
11,same,相同的,0592_same.png,成功
11,different,不同的,0593_different.png,成功
11,snowy,下雪的,0594_snowy.png,成功
11,dry,弄乾;乾的,0595_dry.png,成功
11,wet,溼的,0596_wet.png,成功
11,popular,受歡迎的,0597_popular.png,成功
11,dark,暗的,0598_dark.png,成功
11,know,知道；認識,0599_know.png,成功
11,keep,保持；一直,0600_keep.png,成功
11,join,參加；加入,0601_join.png,成功
11,throw,丟;丟,0602_throw.png,成功
11,hit,打擊；撞;成功而風行一時的事物,0603_hit.png,成功
11,enjoy,享受；喜愛,0604_enjoy.png,成功
11,bow,鞠躬,0605_bow.png,成功
11,win,贏,0606_win.png,成功
11,learn,學習,0607_learn.png,成功
11,climb,攀爬,0608_climb.png,成功
11,hike,徒步健行,0609_hike.png,成功
11,camp,露營;露營,0610_camp.png,成功
11,everyone,每個人,0611_everyone.png,成功
11,together,一起,0612_together.png,成功
11,ago,在…之前,0613_ago.png,成功
11,never,從不,0614_never.png,成功
11,always,總是,0615_always.png,成功
11,usually,通常,0616_usually.png,成功
11,sometimes,有時候,0617_sometimes.png,成功
11,seldom,不常；很少,0618_seldom.png,成功
11,was,是(am/is過去式),0619_was.png,成功
11,were,是(are過去式),0620_were.png,成功
11,insect,昆蟲,0621_insect.png,成功
11,bat,蝙蝠,0622_bat.png,成功
11,butterfly,蝴蝶,0623_butterfly.png,成功
11,spider,蜘蛛,0624_spider.png,成功
11,whale,鯨,0625_whale.png,成功
11,hill,丘陵；小山,0626_hill.png,成功
11,island,島嶼,0627_island.png,成功
11,present,提出;禮物,0628_present.png,成功
11,junior high school,國中,0629_junior_high_school.png,成功
11,course,課程,0630_course.png,成功
11,art,藝術；美術,0631_art.png,成功
